,deposit_type,lead_time,adr,total_of_special_requests,previous_cancellations,market_segment,agent,customer_type
7834,0,246,97.2,0,0,2,240.0,0
7835,0,145,163.6,0,0,2,240.0,0
7836,0,25,189.0,2,0,2,240.0,0
7837,0,236,135.0,0,0,2,240.0,0
7838,0,45,128.0,0,0,3,11.0,0
7839,0,222,109.3,0,0,3,315.0,0
7840,0,109,196.71,0,0,2,240.0,0
7841,0,160,197.14,0,0,2,240.0,0
7842,0,52,247.57,0,0,2,240.0,0
7843,0,196,121.47,1,0,3,314.0,0
7844,0,294,142.1,0,0,3,315.0,0
7845,0,314,68.61,0,0,3,40.0,0
7846,0,406,55.68,1,0,3,40.0,1
7847,0,406,85.88,0,0,3,40.0,1
7848,0,406,82.88,0,0,3,40.0,1
7849,0,406,88.4,1,0,3,40.0,1
7850,0,406,88.4,1,0,3,40.0,1
7851,0,23,174.38,1,0,2,240.0,0
7852,0,0,171.0,0,0,2,240.0,0
7853,0,14,221.0,1,0,2,240.0,0
7854,0,117,246.67,1,0,0,250.0,0
7855,0,112,246.67,0,0,0,250.0,0
7856,0,127,149.5,0,0,2,240.0,0
7857,0,38,231.8,1,0,0,250.0,0
7858,0,76,191.5,0,0,2,240.0,0
7859,0,38,231.8,1,0,0,250.0,0
7860,0,39,159.0,5,0,0,0.0,0
7861,0,269,201.8,1,0,2,242.0,0
7862,0,187,149.33,2,0,2,240.0,0
7863,0,88,223.29,0,0,2,240.0,0
7864,0,230,145.8,0,0,2,242.0,0
7865,0,223,0.0,0,0,3,40.0,1
7866,0,400,57.68,0,0,3,40.0,1
7867,0,326,71.4,0,0,3,314.0,0
7868,0,340,57.8,0,0,3,40.0,0
7869,0,315,81.9,0,0,3,69.0,0
7870,0,1,125.0,0,0,2,184.0,0
7871,0,83,216.0,0,0,2,240.0,0
7872,0,127,154.4,0,0,2,5.0,0
7873,0,239,82.88,0,0,0,250.0,0
7874,0,34,170.0,1,0,0,0.0,0
7875,0,232,111.94,0,0,2,240.0,0
7876,0,162,141.33,0,0,2,240.0,0
7877,0,194,86.46,0,0,3,75.0,0
7878,0,327,117.48,2,0,3,0.0,0
7879,0,346,81.0,2,0,2,240.0,0
7880,0,43,189.0,1,0,2,240.0,0
7881,0,346,81.0,2,0,2,240.0,0
7882,0,346,72.9,2,0,2,240.0,0
7883,0,22,189.0,2,0,2,240.0,0
7884,0,41,234.0,3,0,2,240.0,0
7885,0,239,145.0,0,0,2,240.0,0
7886,0,223,153.0,0,0,0,250.0,0
7887,0,144,151.0,1,0,2,240.0,0
7888,0,249,81.0,0,0,2,240.0,0
7889,0,226,157.0,0,0,0,250.0,0
7890,0,218,100.0,1,0,2,240.0,0
7891,0,169,139.5,0,0,3,3.0,0
7892,0,148,179.0,0,0,2,240.0,0
7893,0,226,145.0,0,0,2,240.0,0
7894,0,143,139.0,1,0,2,240.0,0
7895,0,158,139.0,2,0,2,240.0,0
7896,0,345,145.0,1,0,2,240.0,0
7897,0,303,81.0,0,0,2,240.0,0
7898,0,379,57.8,0,0,3,40.0,1
7899,0,282,81.0,1,0,2,240.0,0
7900,0,303,90.06,0,0,3,171.0,0
7901,0,223,90.1,2,0,3,243.0,1
7902,0,223,90.1,2,0,3,243.0,1
7903,0,223,57.8,0,0,3,243.0,1
7904,0,399,57.54,0,0,3,40.0,0
7905,0,282,81.0,1,0,2,240.0,0
7906,0,332,70.0,0,0,3,40.0,0
7907,0,52,189.0,2,0,2,240.0,0
7908,0,138,179.0,2,0,2,242.0,0
7909,0,19,227.1,0,0,0,250.0,0
7910,0,73,169.0,0,0,2,240.0,0
7911,0,103,199.0,0,0,2,240.0,0
7912,0,65,186.0,0,0,2,240.0,0
7913,0,138,179.0,2,0,2,242.0,0
7914,0,30,221.0,1,0,2,240.0,0
7915,0,121,199.0,0,0,2,240.0,0
7916,0,121,199.0,0,0,2,240.0,0
7917,0,36,169.0,1,0,2,240.0,0
7918,0,121,199.0,0,0,2,240.0,0
7919,0,241,108.0,0,0,2,240.0,0
7920,0,205,161.0,1,0,2,240.0,0
7921,0,156,98.0,0,0,3,171.0,0
7922,0,316,88.2,0,0,3,171.0,0
7923,0,265,100.0,0,0,3,171.0,0
7924,0,315,64.8,0,0,3,436.0,0
7925,0,315,86.4,0,0,3,314.0,0
7926,0,346,59.8,0,0,3,40.0,1
7927,0,315,86.4,0,0,3,314.0,0
7928,0,322,90.8,0,0,3,171.0,0
7929,0,265,101.43,0,0,3,171.0,0
7930,0,156,98.0,0,0,3,171.0,0
7931,0,241,90.0,0,0,2,240.0,0
7932,0,265,100.0,0,0,3,171.0,0
7933,0,241,90.0,0,0,2,240.0,0
7934,0,315,64.8,0,0,3,115.0,0
7935,0,361,57.8,0,0,3,40.0,1
7936,0,60,204.0,0,0,2,240.0,0
7937,0,20,179.1,0,0,0,250.0,0
7938,0,262,81.0,2,0,2,240.0,0
7939,0,262,81.0,2,0,2,240.0,0
7940,0,309,65.61,0,0,2,240.0,0
7941,0,233,66.6,1,0,3,196.0,0
7942,0,60,156.54,0,0,2,241.0,0
7943,0,341,87.8,1,0,3,40.0,1
7944,0,235,108.0,1,0,2,240.0,0
7945,0,304,120.0,1,0,2,240.0,0
7946,0,83,154.0,0,0,2,240.0,0
7947,0,60,199.0,0,0,2,240.0,0
7948,0,170,101.68,0,0,2,241.0,0
7949,0,170,107.2,0,0,3,181.0,0
7950,0,237,89.3,0,0,3,147.0,0
7951,0,19,175.5,1,0,0,250.0,0
7952,0,330,95.16,2,0,2,242.0,0
7953,0,226,52.7,1,0,3,243.0,1
7954,0,164,240.6,0,0,0,250.0,0
7955,0,230,155.0,0,0,2,240.0,0
7956,0,171,139.0,0,0,2,240.0,0
7957,0,283,64.8,0,0,3,6.0,0
7958,0,78,252.0,0,0,2,240.0,0
7959,0,347,54.5,1,0,3,40.0,1
7960,0,373,105.02,0,0,3,0.0,0
7961,0,361,108.91,0,0,3,171.0,0
7962,0,347,83.3,1,0,3,40.0,1
7963,0,46,219.0,0,0,2,240.0,0
7964,0,116,199.0,0,0,2,240.0,0
7965,0,10,197.1,0,0,0,250.0,0
7966,0,320,161.75,0,0,0,250.0,0
7967,0,77,264.0,0,0,2,240.0,0
7968,0,223,100.0,1,0,2,240.0,0
7969,0,183,122.0,0,0,2,240.0,0
7970,0,188,150.6,0,0,0,250.0,0
7971,0,183,146.0,0,0,2,240.0,0
7972,0,183,146.0,0,0,2,240.0,0
7973,0,304,81.0,2,0,2,240.0,0
7974,0,364,94.0,0,0,3,40.0,1
7975,0,203,118.0,0,0,3,40.0,0
7976,0,338,96.0,0,0,3,40.0,1
7977,0,235,90.0,1,0,2,240.0,0
7978,0,301,130.5,0,0,3,315.0,0
7979,0,301,77.85,0,0,3,315.0,0
7980,0,168,166.0,1,0,2,240.0,0
7981,0,217,100.0,1,0,2,240.0,0
7982,0,144,139.0,0,0,2,240.0,0
7983,0,242,81.0,1,0,2,240.0,0
7984,0,354,142.55,1,0,3,0.0,0
7985,0,305,62.9,0,0,3,40.0,0
7986,0,235,99.17,1,0,2,240.0,0
7987,0,12,149.1,0,0,0,250.0,0
7988,3,211,89.0,0,0,5,1.0,0
7989,3,211,89.0,0,0,5,1.0,0
7990,3,211,89.0,0,0,5,1.0,0
7991,3,211,89.0,0,0,5,1.0,0
7992,3,238,89.0,0,0,5,1.0,0
7993,3,238,89.0,0,0,5,1.0,0
7994,3,238,89.0,0,0,5,1.0,0
7995,3,238,89.0,0,0,5,1.0,0
7996,0,1,171.0,0,0,2,240.0,0
7997,3,211,89.0,0,0,5,1.0,0
7998,3,211,89.0,0,0,5,1.0,0
7999,3,238,89.0,0,0,5,1.0,0
8000,3,238,89.0,0,0,5,1.0,0
8001,3,238,89.0,0,0,5,1.0,0
8002,3,211,89.0,0,0,5,1.0,0
8003,3,211,89.0,0,0,5,1.0,0
8004,3,238,89.0,0,0,5,1.0,0
8005,3,238,89.0,0,0,5,1.0,0
8006,3,211,89.0,0,0,5,1.0,0
8007,3,211,89.0,0,0,5,1.0,0
8008,3,238,89.0,0,0,5,1.0,0
8009,3,238,89.0,0,0,5,1.0,0
8010,3,238,89.0,0,0,5,1.0,0
8011,3,211,89.0,0,0,5,1.0,0
8012,3,211,89.0,0,0,5,1.0,0
8013,3,211,89.0,0,0,5,1.0,0
8014,3,211,89.0,0,0,5,1.0,0
8015,3,211,89.0,0,0,5,1.0,0
8016,0,1,150.0,0,0,2,240.0,0
8017,3,238,89.0,0,0,5,1.0,0
8018,3,238,89.0,0,0,5,1.0,0
8019,3,238,89.0,0,0,5,1.0,0
8020,3,238,89.0,0,0,5,1.0,0
8021,3,238,89.0,0,0,5,1.0,0
8022,3,238,89.0,0,0,5,1.0,0
8023,3,238,89.0,0,0,5,1.0,0
8024,3,211,89.0,0,0,5,1.0,0
8025,3,211,89.0,0,0,5,1.0,0
8026,3,211,89.0,0,0,5,1.0,0
8027,3,238,89.0,0,0,5,1.0,0
8028,3,238,89.0,0,0,5,1.0,0
8029,3,238,89.0,0,0,5,1.0,0
8030,3,238,89.0,0,0,5,1.0,0
8031,3,211,89.0,0,0,5,1.0,0
8032,3,211,89.0,0,0,5,1.0,0
8033,3,211,89.0,0,0,5,1.0,0
8034,3,211,89.0,0,0,5,1.0,0
8035,3,211,89.0,0,0,5,1.0,0
8036,3,211,89.0,0,0,5,1.0,0
8037,3,211,89.0,0,0,5,1.0,0
8038,3,238,89.0,0,0,5,1.0,0
8039,3,238,89.0,0,0,5,1.0,0
8040,0,130,146.0,0,0,2,240.0,0
8041,0,348,87.8,0,0,3,40.0,0
8042,0,29,159.0,2,0,0,0.0,0
8043,0,314,90.0,1,0,2,240.0,0
8044,0,208,134.0,1,0,2,240.0,0
8045,0,385,78.36,0,0,3,40.0,1
8046,0,355,92.9,0,0,3,40.0,1
8047,0,27,88.29,1,0,0,250.0,0
8048,0,13,161.0,0,0,0,250.0,0
8049,0,145,139.0,2,0,2,240.0,0
8050,0,116,216.0,0,0,0,250.0,0
8051,0,50,219.0,1,0,2,240.0,0
8052,0,50,254.0,0,0,0,250.0,0
8053,0,218,120.0,1,0,2,240.0,0
8054,0,293,90.0,1,0,2,240.0,0
8055,0,244,90.0,1,0,2,240.0,0
8056,0,363,112.48,0,0,2,241.0,0
8057,0,360,120.0,2,0,2,240.0,0
8058,0,241,118.0,0,0,2,240.0,0
8059,0,358,53.85,1,0,3,40.0,1
8060,0,311,85.11,0,0,3,171.0,0
8061,0,3,100.0,0,0,0,0.0,0
8062,0,10,191.0,0,0,2,240.0,0
8063,0,43,159.0,0,0,2,240.0,0
8064,0,233,0.0,0,0,3,315.0,0
8065,0,0,0.0,0,0,0,0.0,0
8066,0,43,150.0,0,0,2,240.0,0
8067,0,234,58.32,1,0,3,314.0,0
8068,0,80,196.0,0,0,2,240.0,0
8069,0,18,179.0,0,0,0,250.0,0
8070,0,38,145.67,2,0,2,240.0,0
8071,0,333,51.85,0,0,3,2.0,1
8072,0,163,98.0,0,0,3,171.0,0
8073,0,219,115.0,1,0,0,250.0,0
8074,0,219,115.0,1,0,0,250.0,0
8075,0,219,115.0,1,0,0,250.0,0
8076,0,219,115.0,1,0,0,250.0,0
8077,0,129,133.2,0,0,2,314.0,0
8078,0,228,61.2,0,0,3,96.0,0
8079,0,57,133.0,0,0,2,240.0,0
8080,0,57,133.0,0,0,2,240.0,0
8081,0,311,73.95,0,0,3,143.0,0
8082,0,338,75.95,2,0,3,143.0,0
8083,0,214,85.62,0,0,3,8.0,0
8084,0,118,130.43,0,0,2,240.0,0
8085,0,305,74.72,0,0,3,171.0,0
8086,0,247,90.1,0,0,3,143.0,0
8087,0,33,143.1,0,0,0,250.0,0
8088,0,311,120.0,0,0,2,242.0,0
8089,0,125,181.0,0,0,0,250.0,0
8090,0,88,148.4,0,0,2,240.0,0
8091,0,75,117.73,0,0,2,240.0,0
8092,0,75,117.73,0,0,2,240.0,0
8093,0,17,171.0,2,0,0,250.0,0
8094,0,47,146.78,2,0,2,240.0,0
8095,0,75,190.67,0,0,2,240.0,0
8096,0,53,159.75,1,0,2,240.0,0
8097,0,60,127.75,1,0,2,240.0,0
8098,0,34,129.0,2,0,2,240.0,0
8099,0,195,119.0,1,0,2,240.0,0
8100,0,111,129.0,0,0,2,240.0,0
8101,0,91,119.0,0,0,2,240.0,0
8102,0,19,189.0,2,0,2,240.0,0
8103,0,69,102.25,0,0,2,241.0,0
8104,0,55,114.9,0,0,0,0.0,0
8105,0,26,169.0,0,0,0,250.0,0
8106,0,47,158.78,2,0,2,240.0,0
8107,0,69,119.65,0,0,2,240.0,0
8108,0,65,195.0,0,0,2,240.0,0
8109,0,83,194.0,2,0,2,240.0,0
8110,0,247,143.33,0,0,2,240.0,0
8111,0,118,129.0,0,0,2,240.0,0
8112,0,244,88.71,0,0,2,240.0,0
8113,0,19,246.0,1,0,2,240.0,0
8114,0,333,130.5,1,0,2,242.0,0
8115,0,332,117.0,0,0,2,242.0,0
8116,0,24,173.0,1,0,2,240.0,0
8117,0,69,150.0,1,0,2,240.0,0
8118,0,174,64.8,0,0,3,327.0,0
8119,0,296,85.11,0,0,3,6.0,0
8120,0,175,148.29,0,0,2,240.0,0
8121,0,271,87.3,1,0,2,240.0,0
8122,0,422,62.9,2,0,3,2.0,1
8123,0,272,102.6,1,0,2,240.0,0
8124,0,390,53.85,0,0,3,40.0,1
8125,0,257,143.0,1,0,2,240.0,0
8126,0,236,76.5,0,0,3,315.0,0
8127,0,390,53.85,0,0,3,40.0,1
8128,0,245,101.4,0,0,2,240.0,0
8129,0,236,137.67,1,0,2,240.0,0
8130,0,15,129.0,1,0,2,240.0,0
8131,0,15,129.0,1,0,2,240.0,0
8132,0,193,149.0,0,0,2,240.0,0
8133,0,251,77.4,3,0,2,240.0,0
8134,0,334,69.43,0,0,5,0.0,2
8135,0,239,98.0,1,0,3,156.0,0
8136,0,356,90.9,0,0,3,40.0,0
8137,0,0,8.0,0,0,0,0.0,0
8138,0,0,8.0,0,0,0,0.0,0
8139,0,0,86.0,0,0,2,240.0,0
8140,0,36,194.0,0,0,2,240.0,0
8141,0,327,59.4,0,0,5,201.0,2
8142,0,327,61.4,0,0,5,201.0,2
8143,0,327,61.4,0,0,5,201.0,2
8144,0,327,61.4,0,0,5,201.0,2
8145,0,327,59.4,0,0,5,201.0,0
8146,0,327,61.4,0,0,5,201.0,2
8147,0,193,134.0,1,0,2,240.0,0
8148,0,229,114.0,1,0,2,240.0,0
8149,0,335,76.4,0,0,5,0.0,2
8150,0,335,66.0,0,0,5,0.0,2
8151,0,335,68.0,0,0,5,0.0,2
8152,0,335,71.0,0,0,5,0.0,2
8153,0,335,68.0,0,0,5,0.0,2
8154,0,335,78.0,0,0,5,0.0,2
8155,0,327,61.4,0,0,5,201.0,2
8156,0,336,66.0,0,0,5,0.0,2
8157,0,336,66.0,0,0,5,0.0,2
8158,0,336,60.0,0,0,5,0.0,2
8159,0,130,164.0,0,0,2,240.0,0
8160,0,336,68.0,0,0,5,0.0,2
8161,0,336,66.0,0,0,5,0.0,2
8162,0,336,70.0,0,0,5,0.0,2
8163,0,336,74.0,0,0,5,0.0,2
8164,0,336,78.0,0,0,5,0.0,2
8165,0,336,68.0,0,0,5,0.0,2
8166,0,336,66.0,0,0,5,0.0,2
8167,0,336,74.0,0,0,5,0.0,2
8168,0,336,74.0,0,0,5,0.0,2
8169,0,336,66.0,0,0,5,0.0,2
8170,0,336,60.0,0,0,5,0.0,2
8171,0,336,66.0,0,0,5,0.0,2
8172,0,336,74.0,0,0,5,0.0,2
8173,0,130,164.0,0,0,2,240.0,0
8174,0,336,62.0,0,0,5,0.0,2
8175,0,336,110.5,0,0,5,0.0,2
8176,0,336,66.0,0,0,5,0.0,2
8177,0,336,66.0,0,0,5,0.0,2
8178,0,336,60.0,0,0,5,0.0,2
8179,0,51,189.25,1,0,2,240.0,0
8180,0,336,60.0,0,0,5,0.0,2
8181,0,336,68.0,0,0,5,0.0,2
8182,0,336,68.0,0,0,5,0.0,2
8183,0,336,60.0,0,0,5,0.0,2
8184,0,336,68.0,0,0,5,0.0,2
8185,0,336,60.0,0,0,5,0.0,2
8186,0,336,73.2,0,0,5,0.0,2
8187,0,336,66.0,0,0,5,0.0,2
8188,0,336,73.2,0,0,5,0.0,2
8189,0,336,60.0,0,0,5,0.0,2
8190,0,336,60.0,0,0,5,0.0,2
8191,0,370,78.5,3,0,3,40.0,1
8192,0,261,110.0,2,0,2,240.0,0
8193,0,246,99.0,1,0,2,240.0,0
8194,0,261,110.0,2,0,2,240.0,0
8195,0,261,72.0,2,0,2,240.0,0
8196,0,363,64.9,0,0,3,40.0,0
8197,0,170,90.0,0,0,3,171.0,0
8198,0,350,53.85,0,0,3,40.0,0
8199,0,338,96.4,0,0,3,171.0,0
8200,0,394,92.9,0,0,3,40.0,1
8201,0,242,80.0,1,0,2,240.0,0
8202,0,170,76.0,0,0,3,171.0,0
8203,0,255,64.98,1,0,3,156.0,0
8204,0,347,221.07,0,0,2,241.0,0
8205,0,7,155.0,0,0,2,240.0,0
8206,0,245,95.0,2,0,2,240.0,0
8207,0,245,80.0,2,0,2,240.0,0
8208,0,167,106.43,0,0,2,240.0,0
8209,0,33,80.0,1,0,2,240.0,0
8210,0,49,80.0,1,0,2,240.0,0
8211,0,51,71.0,1,0,2,240.0,0
8212,0,29,80.0,2,0,2,240.0,0
8213,0,55,102.0,3,0,0,250.0,0
8214,0,244,140.0,1,0,2,240.0,0
8215,0,55,112.0,0,0,2,240.0,0
8216,0,206,104.75,1,0,2,240.0,0
8217,0,53,111.75,0,0,2,240.0,0
8218,0,248,85.5,1,0,2,240.0,0
8219,0,128,116.0,0,0,3,177.0,0
8220,0,376,48.75,0,0,3,40.0,1
8221,0,376,46.75,0,0,3,40.0,1
8222,0,342,48.75,1,0,3,2.0,1
8223,0,376,46.75,0,0,3,40.0,1
8224,0,375,58.95,1,0,3,40.0,1
8225,0,6,59.0,0,0,1,0.0,0
8226,0,38,92.0,2,0,2,240.0,0
8227,0,33,80.0,1,0,2,240.0,0
8228,0,60,112.33,0,0,2,240.0,0
8229,0,144,76.67,0,0,2,240.0,0
8230,0,215,112.0,1,0,2,240.0,0
8231,0,60,142.2,0,0,2,240.0,0
8232,0,61,122.33,1,0,2,240.0,0
8233,0,196,120.0,0,0,2,240.0,0
8234,0,189,68.35,0,0,0,250.0,0
8235,0,152,89.0,0,0,2,240.0,0
8236,0,76,292.4,1,0,2,240.0,0
8237,0,171,92.33,2,0,2,240.0,0
8238,0,252,72.0,0,0,2,240.0,0
8239,0,200,90.0,1,0,2,240.0,0
8240,0,199,158.0,0,0,2,240.0,0
8241,0,206,80.0,1,0,2,240.0,0
8242,0,243,71.9,1,0,3,315.0,0
8243,0,243,51.85,0,0,3,315.0,0
8244,0,215,95.0,1,0,2,240.0,3
8245,0,243,71.9,1,0,3,315.0,0
8246,0,243,51.85,0,0,3,315.0,0
8247,0,297,88.9,1,0,3,315.0,0
8248,0,243,77.85,0,0,3,315.0,0
8249,0,46,92.0,0,0,2,240.0,0
8250,0,42,80.0,1,0,2,240.0,0
8251,0,139,159.0,0,0,2,240.0,0
8252,0,244,80.0,1,0,2,240.0,0
8253,0,328,53.85,1,0,3,143.0,0
8254,0,244,90.0,2,0,2,240.0,0
8255,0,244,90.0,2,0,2,240.0,0
8256,0,244,71.0,2,0,2,240.0,0
8257,0,244,80.0,1,0,2,240.0,0
8258,0,244,80.0,1,0,2,240.0,0
8259,0,244,135.0,2,0,2,240.0,0
8260,0,223,68.6,1,0,3,143.0,0
8261,0,244,71.0,2,0,2,240.0,0
8262,0,244,90.0,2,0,2,240.0,0
8263,0,328,51.85,1,0,3,143.0,0
8264,0,244,80.0,1,0,2,240.0,0
8265,0,244,90.0,2,0,2,240.0,0
8266,0,244,90.0,2,0,2,240.0,0
8267,0,244,80.0,1,0,2,240.0,0
8268,0,328,51.85,1,0,3,143.0,0
8269,0,343,92.0,0,0,1,183.0,2
8270,0,343,94.0,0,0,1,183.0,2
8271,3,385,66.0,0,0,5,0.0,0
8272,3,385,66.0,0,0,5,0.0,0
8273,3,385,66.0,0,0,5,0.0,0
8274,0,397,70.5,1,0,3,96.0,2
8275,0,397,72.5,1,0,3,96.0,2
8276,3,385,66.0,0,0,5,0.0,0
8277,3,385,66.0,0,0,5,0.0,0
8278,3,385,66.0,0,0,5,0.0,0
8279,0,397,70.5,1,0,3,96.0,2
8280,0,397,60.25,0,0,3,96.0,2
8281,0,397,57.0,0,0,3,96.0,2
8282,0,343,56.5,0,0,1,183.0,2
8283,3,385,66.0,0,0,5,0.0,0
8284,3,385,66.0,0,0,5,0.0,0
8285,0,397,72.5,1,0,3,96.0,2
8286,0,397,70.5,1,0,3,96.0,2
8287,0,343,94.0,0,0,1,183.0,2
8288,0,343,92.0,0,0,1,183.0,2
8289,0,343,92.0,0,0,1,183.0,2
8290,0,343,92.0,0,0,1,183.0,2
8291,0,119,130.9,0,0,2,241.0,0
8292,0,168,95.67,0,0,2,240.0,0
8293,0,202,68.4,0,0,3,171.0,0
8294,3,197,66.6,0,0,5,253.0,0
8295,3,197,66.6,0,0,5,253.0,0
8296,3,197,66.6,0,0,5,253.0,0
8297,3,197,66.6,0,0,5,253.0,0
8298,3,197,66.6,0,0,5,253.0,0
8299,3,197,66.6,0,0,5,253.0,0
8300,0,181,114.73,0,0,2,241.0,0
8301,0,329,70.85,1,0,3,75.0,1
8302,0,164,123.1,0,0,0,250.0,0
8303,0,260,85.5,1,0,2,240.0,0
8304,0,397,70.5,1,0,3,96.0,2
8305,0,397,70.5,1,0,3,96.0,2
8306,0,397,70.5,1,0,3,96.0,2
8307,3,385,66.0,0,0,5,0.0,0
8308,3,385,66.0,0,0,5,0.0,0
8309,3,385,66.0,0,0,5,0.0,0
8310,3,385,66.0,0,0,5,0.0,0
8311,3,385,66.0,0,0,5,0.0,0
8312,0,397,60.25,0,0,3,96.0,2
8313,0,397,64.0,0,0,3,96.0,2
8314,0,397,72.5,1,0,3,96.0,2
8315,3,385,66.0,0,0,5,0.0,0
8316,3,385,66.0,0,0,5,0.0,0
8317,0,343,92.0,0,0,1,183.0,2
8318,0,343,92.0,0,0,1,183.0,2
8319,0,343,92.0,0,0,1,183.0,2
8320,0,343,92.0,0,0,1,183.0,2
8321,0,397,70.5,1,0,3,96.0,2
8322,0,397,70.5,1,0,3,96.0,2
8323,3,385,66.0,0,0,5,0.0,0
8324,3,385,66.0,0,0,5,0.0,0
8325,0,96,64.0,0,0,3,96.0,2
8326,0,343,92.0,0,0,1,183.0,2
8327,0,343,92.0,0,0,1,183.0,2
8328,0,397,70.5,1,0,3,96.0,2
8329,0,397,62.25,0,0,3,96.0,2
8330,3,385,66.0,0,0,5,0.0,0
8331,3,385,66.0,0,0,5,0.0,0
8332,3,385,66.0,0,0,5,0.0,0
8333,0,18,134.0,0,0,2,240.0,0
8334,0,232,78.0,0,0,3,251.0,0
8335,0,18,119.0,0,0,2,240.0,0
8336,0,14,78.0,0,0,3,251.0,0
8337,0,18,134.0,0,0,2,240.0,0
8338,0,22,146.2,1,0,2,240.0,0
8339,0,174,125.67,2,0,2,240.0,0
8340,0,191,81.0,1,0,3,315.0,0
8341,0,195,51.85,0,0,3,243.0,1
8342,0,191,66.6,0,0,3,315.0,0
8343,0,13,90.0,0,0,3,315.0,0
8344,0,42,109.0,1,0,2,240.0,0
8345,0,27,159.0,1,0,2,240.0,0
8346,0,27,159.0,1,0,2,240.0,0
8347,0,41,139.0,1,0,2,240.0,0
8348,0,63,139.0,1,0,2,240.0,0
8349,0,39,139.0,1,0,2,240.0,0
8350,0,38,139.0,2,0,2,240.0,0
8351,0,29,142.53,0,0,2,5.0,0
8352,0,31,145.67,2,0,2,240.0,0
8353,0,44,124.55,0,0,2,241.0,0
8354,0,36,131.75,2,0,2,240.0,0
8355,0,197,92.1,0,0,0,250.0,0
8356,0,44,182.25,2,0,0,250.0,0
8357,0,168,111.14,0,0,2,240.0,2
8358,0,338,85.6,0,0,3,171.0,0
8359,0,177,76.0,0,0,3,171.0,0
8360,0,63,212.86,0,0,2,240.0,0
8361,0,155,156.14,0,0,2,240.0,0
8362,0,168,111.14,0,0,2,240.0,2
8363,0,73,154.0,0,0,2,0.0,0
8364,0,22,119.0,0,0,2,240.0,0
8365,0,289,64.0,0,0,5,96.0,2
8366,0,289,64.0,0,0,5,96.0,2
8367,0,2,165.0,0,0,2,240.0,0
8368,0,289,64.0,0,0,5,96.0,2
8369,0,2,165.0,0,0,2,240.0,0
8370,0,289,64.0,0,0,5,96.0,2
8371,0,289,64.0,0,0,5,96.0,2
8372,0,289,64.0,0,0,5,96.0,2
8373,0,289,64.0,0,0,5,96.0,2
8374,0,176,122.33,0,0,2,240.0,0
8375,0,289,64.0,0,0,5,96.0,2
8376,0,23,156.25,1,0,2,240.0,0
8377,0,56,164.17,0,0,2,240.0,0
8378,0,29,89.0,0,0,2,240.0,0
8379,0,49,112.0,1,0,2,240.0,0
8380,0,29,89.0,0,0,2,240.0,0
8381,0,19,89.0,1,0,2,240.0,0
8382,0,71,90.33,0,0,2,240.0,0
8383,0,70,92.75,0,0,2,240.0,0
8384,0,20,162.1,0,0,0,250.0,0
8385,0,140,91.86,1,0,2,240.0,0
8386,0,344,46.75,1,0,3,69.0,0
8387,0,344,46.75,1,0,3,69.0,0
8388,0,310,76.5,0,0,3,75.0,1
8389,0,20,124.0,2,0,2,240.0,0
8390,0,14,233.0,1,0,2,240.0,0
8391,0,56,169.0,0,0,2,240.0,0
8392,0,53,100.0,2,0,2,240.0,0
8393,0,177,99.0,1,0,2,240.0,0
8394,0,44,217.0,0,0,2,240.0,0
8395,0,542,69.71,0,0,5,253.0,2
8396,0,19,0.0,0,0,4,0.0,0
8397,0,542,87.0,3,0,5,253.0,2
8398,0,347,68.0,0,0,5,253.0,2
8399,0,542,87.0,2,0,5,253.0,2
8400,0,542,89.0,3,0,5,253.0,2
8401,0,168,108.26,0,0,0,250.0,0
8402,3,339,80.0,0,0,5,15.0,0
8403,3,339,80.0,0,0,5,15.0,0
8404,3,339,80.0,0,0,5,15.0,0
8405,3,339,80.0,0,0,5,15.0,0
8406,3,339,80.0,0,0,5,15.0,0
8407,3,339,80.0,0,0,5,15.0,0
8408,3,339,80.0,0,0,5,15.0,0
8409,3,339,80.0,0,0,5,15.0,0
8410,3,339,80.0,0,0,5,15.0,0
8411,3,339,80.0,0,0,5,15.0,0
8412,3,339,80.0,0,0,5,15.0,0
8413,3,339,80.0,0,0,5,15.0,0
8414,3,339,80.0,0,0,5,15.0,0
8415,3,339,80.0,0,0,5,15.0,0
8416,3,339,80.0,0,0,5,15.0,0
8417,0,333,79.42,0,0,3,40.0,0
8418,0,354,86.4,1,0,3,436.0,0
8419,0,542,70.0,1,0,5,253.0,2
8420,0,137,104.0,0,0,2,240.0,0
8421,0,542,89.0,2,0,5,253.0,2
8422,0,542,87.0,3,0,5,253.0,2
8423,0,542,99.0,0,0,5,253.0,2
8424,0,98,119.71,1,0,2,240.0,0
8425,0,542,68.0,0,0,5,253.0,2
8426,0,143,81.0,0,0,5,15.0,2
8427,0,333,74.62,0,0,3,40.0,0
8428,0,542,22.4,0,0,5,253.0,2
8429,0,168,94.1,0,0,0,250.0,0
8430,0,148,189.5,0,0,2,240.0,0
8431,0,36,169.0,0,0,2,240.0,0
8432,0,129,153.0,0,0,2,240.0,0
8433,0,167,99.0,0,0,2,240.0,2
8434,0,173,86.14,0,0,2,240.0,0
8435,0,167,99.0,0,0,2,240.0,2
8436,0,173,92.14,0,0,2,240.0,0
8437,0,342,110.36,1,0,3,143.0,0
8438,0,342,110.36,1,0,3,143.0,0
8439,0,96,124.0,1,0,2,240.0,0
